Date,pm2.5,DEWP,TEMP,PRES,Iws,Is,Ir
2073/8/19,10,-1,24,1013,14.3,0,0
2073/8/20,15,-1,25,1013,17.43,0,0
2073/8/21,12,-3,26,1012,4.02,0,0
2073/8/22,11,-3,27,1012,5.81,0,0
2073/8/23,17,-2,28,1010,7.6,0,0
2073/8/24,16,-2,27,1009,9.39,0,0
2073/8/25,15,-1,27,1009,1.79,0,0
2073/8/26,19,-1,27,1009,7.6,0,0
2073/8/27,23,0,26,1009,12.52,0,0
2073/8/28,34,0,24,1009,16.54,0,0
2073/8/29,30,1,23,1009,18.33,0,0
2073/8/30,35,3,21,1010,21.46,0,0
2073/8/31,40,5,21,1010,0.89,0,0
2073/9/1,49,6,19,1010,1.78,0,0
2073/9/2,51,7,19,1010,1.79,0,0
2073/9/3,47,8,18,1010,0.89,0,0
2073/9/4,51,9,17,1010,1.78,0,0
2073/9/5,65,9,15,1010,1.79,0,0
2073/9/6,80,7,18,1011,3.13,0,0
2073/9/7,63,7,15,1011,3.13,0,0
2073/9/8,52,6,19,1012,6.26,0,0
2073/9/9,48,5,20,1012,10.28,0,0
2073/9/10,33,2,22,1012,3.13,0,0
2073/9/11,57,-1,25,1013,5.81,0,0
2073/9/12,33,-3,26,1013,5.81,0,0
2073/9/13,-1,-4,25,1013,10.73,0,0
2073/9/14,-1,-4,26,1012,4.02,0,0
2073/9/15,10,-4,27,1011,7.15,0,0
2073/9/16,6,-3,26,1011,0.89,0,0
2073/9/17,8,-3,27,1010,1.79,0,0
2073/9/18,6,-2,27,1009,1.79,0,0
2073/9/19,6,-3,27,1008,1.79,0,0
2073/9/20,19,-1,26,1008,3.58,0,0
2073/9/21,17,1,24,1009,4.47,0,0
2073/9/22,16,-1,22,1009,6.26,0,0
2073/9/23,19,4,19,1010,7.15,0,0
2073/9/24,31,3,15,1011,3.13,0,0
2073/9/25,56,3,16,1011,0.89,0,0
2073/9/26,69,7,16,1010,1.78,0,0
2073/9/27,91,4,17,1010,2.67,0,0
2073/9/28,84,4,16,1011,3.56,0,0
2073/9/29,70,7,16,1010,4.45,0,0
2073/9/30,48,6,14,1011,5.34,0,0
2073/10/1,48,6,15,1011,1.79,0,0
2073/10/2,30,5,17,1011,5.81,0,0
2073/10/3,15,4,20,1011,7.6,0,0
2073/10/4,22,5,22,1011,1.79,0,0
2073/10/5,22,4,24,1011,3.58,0,0
2073/10/6,39,4,25,1011,5.37,0,0
2073/10/7,48,4,27,1010,8.5,0,0
2073/10/8,49,4,28,1010,11.63,0,0
2073/10/9,72,5,28,1009,15.65,0,0
2073/10/10,73,5,28,1008,1.79,0,0
2073/10/11,66,5,27,1008,3.13,0,0
2073/10/12,63,6,27,1007,4.92,0,0
2073/10/13,27,3,27,1007,4.02,0,0
2073/10/14,31,6,25,1006,5.81,0,0
2073/10/15,39,6,24,1007,9.83,0,0
2073/10/16,42,8,22,1008,15.64,0,0
2073/10/17,63,10,20,1009,21.45,0,0
2073/10/18,83,12,19,1009,25.47,0,0
2073/10/19,98,12,17,1009,0.89,0,0
2073/10/20,99,12,17,1009,1.79,0,0
2073/10/21,98,12,16,1008,3.58,0,0
2073/10/22,98,12,14,1008,1.79,0,0
2073/10/23,93,12,14,1007,1.79,0,0
2073/10/24,95,12,14,1007,1.79,0,0
2073/10/25,138,10,11,1007,2.68,0,0
2073/10/26,144,13,14,1007,0.89,0,0
2073/10/27,146,13,18,1007,1.78,0,0
2073/10/28,156,13,20,1007,2.67,0,0
2073/10/29,129,13,22,1007,1.79,0,0
2073/10/30,122,13,24,1007,3.58,0,0
2073/10/31,104,12,27,1006,5.37,0,0
2073/11/1,75,12,30,1005,7.16,0,0
2073/11/2,67,11,32,1004,10.29,0,0
2073/11/3,46,7,33,1003,15.21,0,0
2073/11/4,27,6,33,1002,20.13,0,0
2073/11/5,39,5,33,1001,27.28,0,0
2073/11/6,32,4,33,1001,34.43,0,0
2073/11/7,31,3,32,1001,40.24,0,0
2073/11/8,31,3,30,1002,46.05,0,0
2073/11/9,36,5,29,1002,50.97,0,0
2073/11/10,28,5,28,1002,56.78,0,0
2073/11/11,43,6,27,1003,61.7,0,0
2073/11/12,56,7,25,1003,66.62,0,0
2073/11/13,54,8,22,1003,69.75,0,0
2073/11/14,53,10,19,1003,70.64,0,0
2073/11/15,58,10,18,1003,0.89,0,0
2073/11/16,63,9,16,1004,0.89,0,0
2073/11/17,77,9,16,1004,0.89,0,0
2073/11/18,79,9,16,1005,1.78,0,0
2073/11/19,80,10,19,1006,2.67,0,0
2073/11/20,84,11,22,1007,1.79,0,0
2073/11/21,101,12,24,1007,3.58,0,0
2073/11/22,104,14,25,1007,6.71,0,0
2073/11/23,105,13,27,1007,10.73,0,0
2073/11/24,134,14,28,1007,14.75,0,0
2073/11/25,162,14,29,1007,19.67,0,0
2073/11/26,147,16,30,1007,23.69,0,0
2073/11/27,133,15,31,1006,28.61,0,0
2073/11/28,136,15,31,1007,31.74,0,0
2073/11/29,144,16,30,1006,36.66,0,0
2073/11/30,149,16,29,1007,38.45,0,0
2073/12/1,151,15,29,1006,44.26,0,0
2073/12/2,140,15,27,1008,49.18,0,0
2073/12/3,138,15,25,1009,53.2,0,0
2073/12/4,152,15,24,1010,57.22,0,0
2073/12/5,158,13,23,1011,60.35,0,0
2073/12/6,139,13,22,1011,63.48,0,0
2073/12/7,124,13,21,1011,0.89,0,0
2073/12/8,120,13,20,1011,1.79,0,0
2073/12/9,133,12,19,1012,0.89,0,0
2073/12/10,135,12,19,1012,1.79,0,0
2073/12/11,125,12,16,1012,0.45,0,0
2073/12/12,137,11,18,1013,0.89,0,0
2073/12/13,146,14,20,1013,1.79,0,0
2073/12/14,137,13,22,1013,1.79,0,0
2073/12/15,-1,12,24,1014,4.92,0,0
2073/12/16,125,13,25,1014,1.79,0,0
2073/12/17,130,14,27,1013,1.79,0,0
2073/12/18,136,14,28,1013,3.58,0,0
2073/12/19,143,15,29,1012,6.71,0,0
2073/12/20,149,15,31,1011,9.84,0,0
2073/12/21,152,15,31,1011,13.86,0,0
2073/12/22,144,16,32,1010,17.88,0,0
2073/12/23,105,13,33,1009,22.8,0,0
2073/12/24,87,12,33,1009,28.61,0,0
2073/12/25,82,10,32,1009,33.53,0,0
2073/12/26,104,11,31,1010,38.45,0,0
2073/12/27,125,12,28,1010,41.58,0,0
2073/12/28,-1,14,28,1011,43.37,0,0
2073/12/29,150,15,26,1011,0.89,0,0
2073/12/30,134,14,26,1011,1.79,0,0
2073/12/31,94,15,25,1011,3.58,0,0
2074/1/1,89,15,25,1011,5.37,0,0
2074/1/2,97,15,24,1011,7.16,0,0
2074/1/3,94,15,23,1010,8.95,0,0
2074/1/4,96,15,22,1010,12.08,0,0
2074/1/5,101,14,22,1010,15.21,0,0
2074/1/6,86,14,23,1010,19.23,0,0
2074/1/7,94,15,24,1010,22.36,0,0
2074/1/8,102,15,24,1011,25.49,0,0
2074/1/9,96,14,25,1011,30.41,0,0
2074/1/10,99,12,26,1010,36.22,0,0
2074/1/11,104,12,26,1010,40.24,0,0
2074/1/12,99,11,27,1010,44.26,0,0
2074/1/13,93,11,27,1009,49.18,0,0
2074/1/14,105,12,26,1010,56.33,0,0
2074/1/15,76,13,21,1010,5.81,0,1
2074/1/16,33,13,22,1011,9.83,0,2
2074/1/17,26,13,21,1011,16.98,0,3
2074/1/18,18,14,20,1012,22.79,0,4
2074/1/19,15,12,21,1012,27.71,0,0
2074/1/20,15,14,20,1013,32.63,0,0
2074/1/21,22,12,18,1013,4.02,0,0
2074/1/22,26,11,18,1014,8.04,0,0
2074/1/23,15,10,17,1014,12.06,0,0
2074/1/24,11,9,16,1014,15.19,0,0
2074/1/25,8,9,17,1014,19.21,0,0
2074/1/26,16,9,15,1014,21,0,0
2074/1/27,12,10,15,1014,22.79,0,0
2074/1/28,18,10,13,1015,24.58,0,0
2074/1/29,14,9,12,1016,3.13,0,0
2074/1/30,14,9,18,1016,4.92,0,0
2074/1/31,9,9,18,1016,8.94,0,0
2074/2/1,6,9,21,1017,4.02,0,0
2074/2/2,5,7,23,1017,9.83,0,0
2074/2/3,5,6,24,1017,16.98,0,0
2074/2/4,6,6,26,1017,21.9,0,0
2074/2/5,6,5,26,1016,25.03,0,0
2074/2/6,8,5,27,1016,4.92,0,0
2074/2/7,11,4,27,1015,4.02,0,0
2074/2/8,10,4,27,1015,1.79,0,0
2074/2/9,12,3,28,1015,1.79,0,0
2074/2/10,14,3,27,1015,3.13,0,0
2074/2/11,15,2,27,1015,1.79,0,0
2074/2/12,9,2,24,1015,1.79,0,0
2074/2/13,16,3,21,1016,0.89,0,0
2074/2/14,27,4,19,1017,0.89,0,0
2074/2/15,29,6,16,1017,0.45,0,0
2074/2/16,43,7,15,1018,1.34,0,0
2074/2/17,68,7,15,1018,2.23,0,0
2074/2/18,67,5,16,1018,1.79,0,0
2074/2/19,60,6,15,1018,0.89,0,0
2074/2/20,71,9,13,1019,2.68,0,0
2074/2/21,80,10,12,1019,0.89,0,0
2074/2/22,122,9,13,1019,1.78,0,0
2074/2/23,115,8,15,1019,2.23,0,0
2074/2/24,103,7,18,1020,1.79,0,0
2074/2/25,82,9,20,1020,0.89,0,0
2074/2/26,88,12,21,1019,1.79,0,0
2074/2/27,80,13,24,1018,1.79,0,0
2074/2/28,87,12,26,1018,2.68,0,0
2074/3/1,68,9,27,1017,4.02,0,0
2074/3/2,53,8,27,1016,8.94,0,0
2074/3/3,37,8,27,1015,13.86,0,0
2074/3/4,38,6,27,1014,18.78,0,0
2074/3/5,43,6,27,1014,23.7,0,0
2074/3/6,51,7,26,1014,28.62,0,0
2074/3/7,37,13,18,1015,9.83,0,1
2074/3/8,46,14,17,1016,15.64,0,2
2074/3/9,43,14,16,1015,1.79,0,0
2074/3/10,48,14,16,1015,1.79,0,0
2074/3/11,50,14,17,1015,0.89,0,0
2074/3/12,40,14,16,1016,3.13,0,0
2074/3/13,50,15,17,1015,4.92,0,0
2074/3/14,51,15,16,1015,5.81,0,0
2074/3/15,55,15,16,1014,7.6,0,1
2074/3/16,63,15,17,1014,0.89,0,2
2074/3/17,57,15,16,1014,1.78,0,3
2074/3/18,58,14,15,1014,0.89,0,0
2074/3/19,65,14,16,1014,0.89,0,0
2074/3/20,55,13,17,1014,1.79,0,0
2074/3/21,53,13,18,1014,0.89,0,0
2074/3/22,54,12,18,1014,1.79,0,0
2074/3/23,55,13,18,1014,3.58,0,0
2074/3/24,55,12,20,1014,5.37,0,0
2074/3/25,55,10,22,1013,1.79,0,0
2074/3/26,55,11,22,1012,4.92,0,0
2074/3/27,52,13,22,1011,8.05,0,0
2074/3/28,66,13,22,1011,12.07,0,0
2074/3/29,71,14,23,1010,15.2,0,0
2074/3/30,83,14,22,1011,19.22,0,0
2074/3/31,108,14,21,1011,23.24,0,0
2074/4/1,115,15,20,1010,27.26,0,0
2074/4/2,121,16,19,1011,0.89,0,0
2074/4/3,138,17,19,1012,1.79,0,0
2074/4/4,152,17,18,1012,3.58,0,0
2074/4/5,151,17,18,1012,4.47,0,0
2074/4/6,143,17,17,1012,5.36,0,0
2074/4/7,144,16,17,1012,6.25,0,0
2074/4/8,149,16,16,1011,7.14,0,0
2074/4/9,143,17,17,1011,8.93,0,0
2074/4/10,141,16,16,1011,0.45,0,0
2074/4/11,145,16,16,1011,0.89,0,0
2074/4/12,155,17,17,1011,0.89,0,0
2074/4/13,189,17,18,1012,1.79,0,0
2074/4/14,180,18,19,1012,3.58,0,0
2074/4/15,185,17,20,1012,7.6,0,0
2074/4/16,168,16,22,1012,10.73,0,0
2074/4/17,158,16,23,1011,12.52,0,0
2074/4/18,143,15,25,1011,15.65,0,0
2074/4/19,108,15,26,1010,18.78,0,0
2074/4/20,69,13,28,1009,23.7,0,0
2074/4/21,63,11,29,1008,29.51,0,0
2074/4/22,62,11,29,1007,35.32,0,0
2074/4/23,63,10,28,1007,40.24,0,0
2074/4/24,67,11,28,1007,45.16,0,0
2074/4/25,71,11,27,1007,50.08,0,0
2074/4/26,95,12,24,1007,51.87,0,0
2074/4/27,117,14,23,1007,53.66,0,0
2074/4/28,130,15,22,1008,55.45,0,0
2074/4/29,146,15,22,1008,57.24,0,0
2074/4/30,159,16,22,1007,60.37,0,0
2074/5/1,168,15,21,1007,62.16,0,0
2074/5/2,178,15,21,1007,63.95,0,0
2074/5/3,175,16,20,1007,65.74,0,0
2074/5/4,207,18,20,1007,66.63,0,0
2074/5/5,233,19,20,1007,0.89,0,0
2074/5/6,248,19,20,1007,1.79,0,0
2074/5/7,244,19,21,1007,0.89,0,0
2074/5/8,237,19,21,1007,1.78,0,0
2074/5/9,239,19,22,1006,1.79,0,1
2074/5/10,242,20,22,1006,0.45,0,2
2074/5/11,246,20,24,1005,1.34,0,0
2074/5/12,238,20,25,1005,2.23,0,0
2074/5/13,206,20,23,1004,1.79,0,1
2074/5/14,216,21,23,1005,1.79,0,2
2074/5/15,261,21,23,1004,0.89,0,3
2074/5/16,59,19,21,1004,4.92,0,4
2074/5/17,39,19,22,1004,3.13,0,0
2074/5/18,41,20,22,1003,3.13,0,0
2074/5/19,57,19,21,1003,1.79,0,0
2074/5/20,63,19,20,1004,3.58,0,0
2074/5/21,92,18,20,1005,0.89,0,0
2074/5/22,84,17,18,1006,1.78,0,0
2074/5/23,80,17,18,1006,2.23,0,0
2074/5/24,95,16,17,1006,3.12,0,0
2074/5/25,120,17,17,1006,0.89,0,0
2074/5/26,135,16,16,1005,0.89,0,0
2074/5/27,140,16,16,1005,1.78,0,0
2074/5/28,139,15,16,1006,2.67,0,0
2074/5/29,141,17,17,1006,0.89,0,0
2074/5/30,146,17,17,1006,0.89,0,0
2074/5/31,161,18,19,1006,0.89,0,0
2074/6/1,167,18,20,1006,1.78,0,0
2074/6/2,164,19,23,1007,1.79,0,0
2074/6/3,148,18,24,1006,0.89,0,0
2074/6/4,135,18,26,1006,1.79,0,0
2074/6/5,141,18,28,1005,3.13,0,0
2074/6/6,143,17,29,1004,4.02,0,0
2074/6/7,154,17,30,1003,8.94,0,0
2074/6/8,118,16,30,1003,14.75,0,0
2074/6/9,75,15,32,1002,20.56,0,0
2074/6/10,66,12,32,1001,26.37,0,0
2074/6/11,62,12,32,1001,31.29,0,0
2074/6/12,74,13,31,1001,34.42,0,0
2074/6/13,61,12,30,1002,37.55,0,0
2074/6/14,52,14,29,1002,39.34,0,0
2074/6/15,47,14,27,1003,42.47,0,0
2074/6/16,56,15,23,1002,44.26,0,0
2074/6/17,69,16,22,1003,1.79,0,0
2074/6/18,70,16,20,1003,3.58,0,0
2074/6/19,72,16,20,1003,5.37,0,0
2074/6/20,86,16,20,1003,7.16,0,0
2074/6/21,109,16,18,1004,1.79,0,0
2074/6/22,97,15,20,1004,3.58,0,0
2074/6/23,88,16,22,1005,7.6,0,0
2074/6/24,87,15,23,1005,11.62,0,0
2074/6/25,76,13,26,1006,4.02,0,0
2074/6/26,42,10,29,1006,8.94,0,0
2074/6/27,15,7,31,1006,16.09,0,0
2074/6/28,13,7,31,1006,20.11,0,0
2074/6/29,6,7,33,1005,24.13,0,0
2074/6/30,5,6,34,1004,4.02,0,0
2074/7/1,8,7,34,1004,3.13,0,0
2074/7/2,8,7,34,1003,3.13,0,0
2074/7/3,20,12,33,1002,7.15,0,0
2074/7/4,47,11,33,1002,11.17,0,0
2074/7/5,52,12,31,1002,14.3,0,0
2074/7/6,54,12,30,1002,17.43,0,0
2074/7/7,46,11,28,1003,20.56,0,0
2074/7/8,57,16,27,1003,23.69,0,0
2074/7/9,135,16,25,1003,26.82,0,0
2074/7/10,166,17,24,1003,29.95,0,0
2074/7/11,199,17,23,1003,33.08,0,0
2074/7/12,237,16,23,1003,36.21,0,0
2074/7/13,219,16,23,1003,38,0,0
2074/7/14,148,14,22,1002,41.13,0,0
2074/7/15,141,14,22,1002,44.26,0,0
2074/7/16,122,13,21,1002,0.89,0,0
2074/7/17,130,14,21,1002,1.34,0,0
2074/7/18,148,14,23,1002,2.23,0,0
2074/7/19,167,14,23,1002,1.79,0,0
2074/7/20,194,15,24,1002,3.58,0,0
2074/7/21,193,16,26,1002,1.79,0,0
2074/7/22,191,16,28,1001,1.79,0,0
2074/7/23,189,16,29,1001,3.58,0,0
2074/7/24,205,17,29,1000,5.37,0,0
2074/7/25,203,18,30,999,8.5,0,0
2074/7/26,204,18,31,998,11.63,0,0
2074/7/27,212,19,30,999,13.42,0,0
2074/7/28,168,14,28,1000,9.83,0,0
2074/7/29,46,14,27,1000,16.98,0,0
2074/7/30,49,15,25,1000,20.11,0,0
2074/7/31,45,15,24,1001,1.79,0,0
2074/8/1,50,16,22,1001,0.89,0,0
2074/8/2,59,15,23,1002,4.02,0,0
2074/8/3,56,15,22,1001,7.15,0,0
2074/8/4,48,14,22,1001,11.17,0,0
2074/8/5,50,14,20,1001,0.89,0,0
2074/8/6,43,15,20,1000,3.13,0,0
2074/8/7,49,16,20,1000,0.89,0,0
2074/8/8,56,15,20,1000,1.78,0,0
2074/8/9,50,15,19,1001,1.79,0,0
2074/8/10,49,15,20,1001,0.89,0,0
2074/8/11,45,16,23,1001,1.79,0,0
2074/8/12,38,16,24,1001,0.89,0,0
2074/8/13,44,15,26,1001,1.78,0,0
2074/8/14,48,15,28,1001,3.57,0,0
2074/8/15,50,16,30,1000,4.46,0,0
2074/8/16,53,15,31,1000,1.79,0,0
2074/8/17,55,14,32,999,5.81,0,0
2074/8/18,61,13,31,998,8.94,0,0
2074/8/19,87,16,31,998,12.96,0,0
2074/8/20,91,16,32,998,17.88,0,0
2074/8/21,101,16,31,997,21.9,0,0
2074/8/22,98,15,30,997,25.03,0,0
2074/8/23,87,17,29,998,26.82,0,0
2074/8/24,80,17,27,998,0.89,0,0
2074/8/25,108,19,26,999,1.79,0,0
2074/8/26,129,11,26,1000,6.71,0,0
2074/8/27,29,12,25,1000,1.79,0,0
2074/8/28,17,13,24,1000,3.13,0,0
2074/8/29,23,14,23,1001,4.02,0,0
2074/8/30,101,15,22,1001,5.81,0,0
2074/8/31,99,15,21,1001,8.94,0,1
2074/9/1,85,16,20,1001,1.79,0,2
2074/9/2,90,16,21,1002,1.79,0,0
2074/9/3,81,16,21,1002,0.89,0,0
2074/9/4,82,16,21,1002,1.79,0,0
2074/9/5,103,17,23,1002,0.89,0,0
2074/9/6,107,17,26,1002,2.68,0,0
2074/9/7,121,17,27,1001,1.79,0,0
2074/9/8,111,17,28,1001,1.79,0,0
2074/9/9,98,16,30,1000,3.58,0,0
2074/9/10,82,15,32,999,6.71,0,0
2074/9/11,63,13,33,998,10.73,0,0
2074/9/12,56,13,34,998,14.75,0,0
2074/9/13,56,14,34,997,20.56,0,0
2074/9/14,33,14,33,997,27.71,0,0
2074/9/15,36,15,32,997,33.52,0,0
2074/9/16,46,14,30,997,37.54,0,0
2074/9/17,58,14,28,998,39.33,0,0
2074/9/18,74,15,28,999,42.46,0,0
2074/9/19,69,17,26,999,46.48,0,0
2074/9/20,73,18,26,999,49.61,0,0
2074/9/21,71,18,25,999,51.4,0,0
2074/9/22,82,18,24,1000,53.19,0,0
2074/9/23,75,20,23,999,56.32,0,0
2074/9/24,93,20,22,999,59.45,0,0
2074/9/25,110,20,22,999,62.58,0,0
2074/9/26,161,19,21,1000,0.89,0,0
2074/9/27,197,19,22,1000,1.79,0,0
2074/9/28,189,19,22,1000,3.58,0,0
2074/9/29,186,20,24,1000,0.89,0,0
2074/9/30,192,20,25,999,1.79,0,0
2074/10/1,178,20,27,999,3.58,0,0
2074/10/2,181,20,29,998,1.79,0,0
2074/10/3,177,18,30,997,4.92,0,0
2074/10/4,178,18,31,996,4.92,0,0
2074/10/5,140,18,33,994,10.73,0,0
2074/10/6,116,16,35,994,16.54,0,0
2074/10/7,104,14,33,994,22.35,0,0
2074/10/8,66,18,20,997,26.37,0,1
2074/10/9,23,19,20,997,1.79,0,2
2074/10/10,29,19,21,998,0.89,0,0
2074/10/11,33,19,21,998,3.13,0,0
2074/10/12,32,18,20,999,6.26,0,0
2074/10/13,38,18,19,1000,3.13,0,0
2074/10/14,34,18,19,1000,4.02,0,1
2074/10/15,47,18,19,1000,0.89,0,0
2074/10/16,33,18,19,1000,1.79,0,0
2074/10/17,24,18,20,1001,3.13,0,1
2074/10/18,8,11,19,1001,4.02,0,2
2074/10/19,8,10,18,1001,8.04,0,0
2074/10/20,7,11,17,1002,11.17,0,0
2074/10/21,8,13,18,1002,0.89,0,0
2074/10/22,10,12,18,1002,1.78,0,0
2074/10/23,8,10,21,1002,4.02,0,0
2074/10/24,13,6,24,1002,8.94,0,0
2074/10/25,14,4,25,1002,12.07,0,0
2074/10/26,9,3,26,1001,13.86,0,0
2074/10/27,6,3,27,1001,1.79,0,0
2074/10/28,7,4,26,1001,3.13,0,0
2074/10/29,10,3,25,1001,3.13,0,0
2074/10/30,10,0,29,1000,8.05,0,0
2074/10/31,6,-2,29,1000,16.1,0,0
2074/11/1,2,-2,29,999,21.02,0,0
2074/11/2,1,-2,29,999,24.15,0,0
2074/11/3,7,-2,28,998,1.79,0,0
2074/11/4,18,1,26,999,4.02,0,0
2074/11/5,18,5,24,999,8.04,0,0
2074/11/6,20,7,24,999,12.06,0,0
2074/11/7,21,6,24,999,16.98,0,0
2074/11/8,26,5,23,999,25.03,0,0
2074/11/9,27,5,22,999,32.18,0,0
2074/11/10,30,6,21,999,3.13,0,0
2074/11/11,33,8,16,999,0.89,0,0
2074/11/12,34,10,13,999,1.79,0,0
2074/11/13,37,11,14,999,0.89,0,0
2074/11/14,33,12,16,1000,0.89,0,0
2074/11/15,54,12,20,1000,0.89,0,0
2074/11/16,52,10,22,1000,1.79,0,0
2074/11/17,38,9,24,999,0.89,0,0
2074/11/18,31,7,27,998,1.79,0,0
2074/11/19,13,4,30,997,4.92,0,0
2074/11/20,8,0,32,996,8.05,0,0
2074/11/21,15,2,32,996,5.81,0,0
2074/11/22,12,2,32,995,11.62,0,0
2074/11/23,16,2,33,994,15.64,0,0
2074/11/24,9,2,33,994,4.02,0,0
2074/11/25,13,2,33,994,4.02,0,0
2074/11/26,12,1,32,994,4.92,0,0
2074/11/27,12,3,30,994,8.94,0,0
2074/11/28,12,6,25,995,0.89,0,0
2074/11/29,22,10,21,995,0.89,0,0
2074/11/30,68,10,24,996,2.68,0,0
2074/12/1,75,12,21,996,5.81,0,0
2074/12/2,60,12,20,995,0.89,0,0
2074/12/3,75,12,17,995,1.79,0,0
2074/12/4,81,12,18,995,0.89,0,0
2074/12/5,71,11,17,995,1.79,0,0
2074/12/6,44,9,19,996,4.92,0,0
2074/12/7,23,9,16,996,3.13,0,0
2074/12/8,23,9,19,996,6.26,0,0
2074/12/9,24,10,22,997,9.39,0,0
2074/12/10,13,9,25,997,13.41,0,0
2074/12/11,11,9,27,997,16.54,0,0
2074/12/12,7,8,28,996,4.92,0,0
2074/12/13,4,8,28,996,3.13,0,0
2074/12/14,3,8,29,996,4.02,0,0
2074/12/15,4,7,29,996,3.13,0,0
2074/12/16,6,7,30,996,1.79,0,0
2074/12/17,7,8,30,996,1.79,0,0
2074/12/18,6,8,30,996,1.79,0,0
2074/12/19,5,8,30,996,1.79,0,0
2074/12/20,3,8,29,997,3.58,0,0
2074/12/21,15,11,27,997,5.37,0,0
2074/12/22,23,9,25,998,9.39,0,0
2074/12/23,10,9,23,999,14.31,0,0
2074/12/24,11,9,23,999,18.33,0,0
2074/12/25,7,10,22,1000,20.12,0,0
2074/12/26,11,10,21,1000,0.89,0,0
2074/12/27,10,11,19,1000,1.79,0,0
2074/12/28,15,13,20,1000,1.79,0,0
2074/12/29,29,13,20,1000,0.89,0,0
2074/12/30,58,13,19,1001,0.89,0,0
2074/12/31,73,12,19,1000,0.89,0,0
2075/1/1,96,13,19,1001,1.79,0,0
2075/1/2,112,14,21,1000,1.79,0,0
2075/1/3,130,14,22,1001,3.13,0,0
2075/1/4,135,14,24,1001,6.26,0,0
2075/1/5,152,14,23,1000,3.13,0,0
2075/1/6,148,13,24,1000,4.02,0,0
2075/1/7,80,14,26,999,3.13,0,0
2075/1/8,86,13,26,999,4.92,0,0
2075/1/9,99,14,27,998,8.94,0,0
2075/1/10,62,15,26,998,13.86,0,0
2075/1/11,65,14,25,998,17.88,0,0
2075/1/12,61,13,25,999,22.8,0,1
2075/1/13,54,13,25,999,24.59,0,0
2075/1/14,48,13,24,999,3.13,0,0
2075/1/15,60,17,20,1000,4.92,0,1
2075/1/16,40,16,20,1001,10.73,0,3
2075/1/17,36,15,20,1001,16.54,0,0
2075/1/18,17,14,20,1002,22.35,0,0
2075/1/19,17,14,20,1002,27.27,0,0
2075/1/20,15,13,20,1002,33.08,0,0
2075/1/21,12,13,19,1003,37.1,0,0
2075/1/22,11,13,17,1003,3.13,0,0
2075/1/23,13,13,17,1003,6.26,0,0
2075/1/24,13,14,17,1003,10.28,0,0
2075/1/25,16,14,19,1004,12.07,0,0
2075/1/26,10,14,20,1005,16.09,0,0
2075/1/27,14,14,20,1005,20.11,0,0
2075/1/28,8,13,23,1004,23.24,0,0
2075/1/29,5,14,23,1004,3.13,0,0
2075/1/30,6,13,26,1004,3.13,0,0
2075/1/31,7,13,26,1004,3.13,0,0
2075/2/1,17,12,26,1004,4.92,0,0
2075/2/2,8,11,28,1003,3.13,0,0
2075/2/3,8,9,27,1003,4.02,0,0
2075/2/4,7,11,27,1003,3.13,0,0
2075/2/5,5,11,26,1003,3.13,0,0
2075/2/6,6,12,25,1004,6.26,0,0
2075/2/7,11,14,23,1005,3.13,0,0
2075/2/8,10,15,20,1005,6.26,0,0
2075/2/9,8,15,19,1006,1.79,0,0
2075/2/10,7,15,19,1007,3.13,0,0
2075/2/11,7,15,18,1007,6.26,0,0
2075/2/12,11,14,19,1007,8.05,0,0
2075/2/13,11,15,17,1007,0.45,0,0
2075/2/14,21,15,17,1007,0.9,0,0
2075/2/15,15,15,17,1007,1.79,0,0
2075/2/16,9,14,16,1007,3.13,0,0
2075/2/17,14,14,17,1007,1.79,0,0
2075/2/18,16,15,18,1007,0.89,0,0
2075/2/19,11,13,24,1007,4.92,0,0
2075/2/20,12,13,25,1007,9.84,0,0
2075/2/21,9,10,26,1007,14.76,0,0
2075/2/22,6,11,26,1007,19.68,0,0
2075/2/23,4,10,26,1007,4.92,0,0
2075/2/24,12,10,27,1007,1.79,0,0
2075/2/25,16,10,29,1006,4.92,0,0
2075/2/26,6,10,29,1006,8.94,0,0
2075/2/27,6,10,30,1005,4.92,0,0
2075/2/28,6,10,29,1005,8.05,0,0
2075/3/1,9,11,27,1005,11.18,0,0
2075/3/2,-1,11,27,1005,4.92,0,0
2075/3/3,-1,10,27,1005,9.84,0,0
2075/3/4,-1,10,25,1006,15.65,0,0
2075/3/5,-1,10,24,1006,19.67,0,0
2075/3/6,-1,10,24,1006,22.8,0,0
2075/3/7,-1,11,21,1006,25.93,0,0
2075/3/8,16,12,19,1006,29.06,0,0
2075/3/9,11,12,18,1006,30.85,0,0
2075/3/10,31,13,17,1006,32.64,0,0
2075/3/11,34,12,16,1006,35.77,0,0
2075/3/12,31,13,16,1006,37.56,0,0
2075/3/13,76,13,17,1006,39.35,0,0
2075/3/14,37,15,20,1006,42.48,0,0
2075/3/15,25,14,23,1007,44.27,0,0
2075/3/16,16,13,26,1006,0.89,0,0
2075/3/17,15,12,27,1006,1.78,0,0
2075/3/18,15,11,29,1005,3.13,0,0
2075/3/19,12,11,31,1005,0.89,0,0
2075/3/20,11,10,33,1004,2.68,0,0
2075/3/21,12,10,35,1003,3.57,0,0
2075/3/22,12,10,35,1002,3.13,0,0
2075/3/23,16,9,36,1002,1.79,0,0
2075/3/24,17,9,34,1001,4.02,0,0
2075/3/25,16,13,28,1003,8.05,0,1
